values,ind
"wei3,hui1",椲
"yu4,you3",栯
"zeng1,ceng2",曽
di4,怟
"biao4,biao1",標
chu2,櫥
hui3,毇
"se4,qi4",洓
"lian4,lan4",湅
"teng2,chong2",痋
quan3,甽
li4,瓅
wei1,椳
fa2,栰
"qian2,can3",朁
"tu1,die2",怢
"lu4,du2",樚
duan4,毈
zhi3,洔
qi4,湆
"tong2,tong1",痌
"meng2,mang2",甿
zhi4,瓆
"jia3,jia1",椵
gong3,栱
xu4,朂
you2,怣
"liao2,jiu1",樛
zhu1,櫧
yi1,毉
yin4,洕
qi4,湇
jie1,痎
bi4,畁
rou2,瓇
zong1,椶
zhan1,栴
"kuai4,hui4",會
fu1,怤
zhe4,樜
lu2,櫨
xiao1,毊
wu2,洖
mei2,湈
"you4,wei3",痏
jiu4,畂
"jian1,han2",椷
li4,栵
xi4,怬
zha1,樝
"yan3,yan2",櫩
guan4,毌
"kao4,kao3",洘
tian2,湉
pi4,疈
qi4,甈
jing3,璥
jie4,琾
"pi2,bei1",椑
yan4,曕
jian4,旔
gao1,槹
ge2,櫊
jin4,殣
"ping2,peng1",泙
die2,疉
xian2,甉
ai4,璦
"hun2,hui1",琿
zhuo2,椓
ai4,曖
kang1,槺
mian2,櫋
shang1,殤
"zi3,ci3",泚
die2,疊
lou3,甊
zao3,璪
yu3,瑀
zi1,椔
zao3,栆
ye4,曗
zhi4,旘
gui1,槻
you1,櫌
yin2,殥
"zhi3,chi2",泜
"qie4,jie2",疌
di4,甋
dang1,璫
mei2,瑂
bin1,椕
ru2,曘
fan1,旙
gui1,槼
zhi4,櫍
chi1,殦
su4,泝
dan4,疍
"ou3,ou1",甌
jiao3,璬
chun1,瑃
peng2,椖
yong3,栐
meng2,曚
piao1,旚
"wan4,man2",槾
"huang3,guang4",櫎
jiu4,殧
cheng1,泟
shu1,疎
zhuan1,甎
"gun4,guan3",璭
xuan1,瑄
ding4,椗
"xun2,sun3",栒
li4,曞
fan1,旛
di2,樀
qian1,櫏
"kui4,hui4",殨
si4,泤
"zhi4,di4",疐
lin4,甐
tan3,璮
ti2,瑅
chu3,椘
qi4,栔
chen2,曟
zhan1,旜
"zhuang1,chong1",樁
lei3,櫐
cuan4,殩
ju2,泦
nai3,疓
wu3,甒
"kuai4,hui4",璯
xing1,瑆
"zhen1,chen2",栕
kuang4,曠
kuai4,旝
"yue4,le4",樂
"lie3,lei2",櫑
dan1,殫
"xue4,sa4",泧
bi3,疕
dan4,甔
"huan4,huan2",環
dai4,瑇
yi2,栘
die2,曡
sui4,旞
lang3,樃
sa4,櫒
du4,殬
sheng1,泩
gang1,疘
weng4,甕
se4,璱
rou2,瑈
xiang2,栙
yu2,旟
chen2,樄
lu3,櫓
jiang1,殭
"xue4,jue2",泬
zhou3,疛
ying1,甖
sui4,璲
min2,瑉
jian3,検
zhen4,栚
yao4,曣
ji4,旡
"zong1,cong1",樅
li4,櫔
lian4,殮
fu2,泭
xia4,疜
yan3,甗
tian2,璳
jian1,瑊
gui1,椝
li4,栛
huo4,曤
ji4,旣
"li2,chi1",樆
cuan2,櫕
bin4,殯
ji3,泲
xu1,疞
tian2,甛
chu3,璴
wei3,瑋
xi4,椞
"se4,ci4",栜
lv2,曥
huo4,旤
xiu1,樇
lv4,櫖
du2,殰
guan4,泴
chen4,疢
han2,甝
yu2,璵
ruan3,瑌
kan1,栞
rong2,曧
xie2,旪
qing2,樈
"mie4,mei4",櫗
jian1,殱
dan4,泹
"xue4,jue2",疦
chang2,甞
jin4,璶
huan4,瑍
gui4,椢
bing1,栟
long2,曨
tiao1,旫
shuang3,樉
hui4,櫘
jian1,殲
yin2,泿
qi2,疧
qing2,甠
"lu2,fu1",璷
dian3,椣
ren3,栠
luo3,曪
tong1,樋
ou1,櫙
zhu4,殶
"zhou1,pan2",洀
hu2,瓳
xiu4,璓
chu4,琡
yi4,玴
zou1,棸
"ao4,ao1",柪
ye4,曅
duan4,斷
zhuo2,擆
qian4,槧
gao3,檺
jue2,殌
yi2,瓵
zeng1,璔
fen1,棻
fu2,柫
li4,曆
zhu2,斸
"zhai2,ze2",擇
guo3,槨
"kan3,jian4",檻
qia4,殎
xun2,璕
cheng1,琤
ping2,玶
chen1,棽
"bo2,ba1",柭
tan2,曇
"jie4,chan3",斺
pu1,擈
gai4,槩
yin4,檼
qiu2,殏
"juan4,juan1",瓹
qu2,璖
e4,琧
fu2,玸
qing2,棾
"zuo2,duo4",柮
tong2,曈
hang2,斻
chuo4,擉
gai4,槪
"ruan3,nou4",檽
su4,殐
chang2,瓺
dang4,璗
chang1,琩
"xuan4,xuan2",玹
"nie4,ni2",棿
"bie2,bi4",柲
xiao3,曉
pei4,斾
ji1,擊
"tuan2,shuan4",槫
qing3,檾
"qing2,jing4",殑
chi1,瓻
lin2,璘
beng3,琫
"ci3,ci1",玼
wan3,椀
"zha4,shan1",柵
fei4,曊
"you2,liu2",斿
"dang4,dang3",擋
hua4,槬
yan3,檿
yi4,殔
liao2,璙
lu4,琭
gou3,玽
lu4,椂
si4,柶
shen3,曋
se4,擌
"shen3,sen1",槮
qi2,櫀
dang4,瓽
"qiong2,jue2",璚
"gun4,guan3",琯
jia3,玾
hao2,椃
zhu4,柷
zhao4,曌
qi2,旂
"qing2,jing3",擏
"zui3,cui1",槯
mi4,櫁
"ye4,yan4",殗
meng3,瓾
su4,璛
diao1,琱
shao2,玿
"jie2,jie1",椄
bei1,柸
"hao4,hao2",曍
"pi1,bi4",旇
jie1,擑
peng2,槰
"zhao4,di2",櫂
can2,殘
zhui4,甀
gui1,璝
bei4,琲
ci2,珁
"zhou4,chou2",椆
"shi4,fei4",柹
yi4,曎
liu2,旈
kuai3,擓
you3,槱
gui4,櫃
"men4,hun1",殙
ping2,甁
jing3,璟
qiang1,琷
ran3,珃
ju3,椇
guai3,柺
xiang4,曏
fu1,旉
"dan5,dan1",擔
"jiang3,jiang1",槳
chun1,櫄
die2,殜
pian1,甂
fan2,璠
zhuo1,琸
sheng1,珄
ju2,椈
cha2,査
xing1,曐
fang3,旊
xie2,擕
hu4,槴
"ji4,ji1",櫅
zhen1,殝
zhou4,甃
jin1,璡
qin2,琹
shen1,珅
cheng2,椉
yao3,柼
shen1,曑
jing1,旍
"ye4,jia1",擖
huan4,槵
kui2,櫆
yun3,殞
liu2,璢
fa4,琺
"yi2,tai1",珆
"zuo2,cui4",椊
jiu4,柾
jiao3,曒
zhao4,旐
ao4,擙
gui4,槶
po2,櫇
wen1,殟
ci2,甆
ji1,璣
jin1,琻
"zu3,ju4",珇
"qiang1,kong1",椌
liu3,栁
bao4,曓
yi3,旑
ju4,據
nie4,槷
deng4,櫈
chou4,殠
ying1,甇
hui4,璤
du3,琽
"ya1,e3",椏
mei2,栂
jing4,曔
shao1,旓
yi4,槸
ti4,殢
kun1,瑻
"li4,li2",琍
"yang2,chang4",玚
"pian4,bian1",猵
cuo4,棤
zhong1,柊
zhang1,暲
jia3,斝
"zheng3,ding4",掟
ben4,撪
gang4,槓
song1,檧
zhuan1,瑼
jin1,琎
hong2,玜
"you2,yao2",猶
fan2,棥
dai4,柋
hui4,暳
yu3,斞
cai3,採
"mo2,fu3",撫
zhuo1,槕
she1,檨
cong1,瑽
wu3,玝
yao2,猺
cheng1,棦
ci2,柌
han4,暵
jiao4,斠
bing1,掤
zhuo2,撯
tuo2,槖
li4,檪
yi1,瑿
feng1,琒
fu1,玞
sun1,猻
"zhan4,zhan3",棧
"yang4,yang3",柍
xuan2,暶
ti4,掦
"zhui4,tuo3",撱
yin2,檭
"qi2,ji1",璂
wan3,琓
jie4,玠
"po4,bo2",猼
qi3,棨
"fu3,fu1",柎
chuan2,暷
dou4,斣
zou1,掫
"pu1,bu3",撲
yang4,様
"tao2,chou2",檮
jing3,璄
dian4,琔
ya2,玡
ming2,猽
yuan1,棩
shu1,柕
liao2,暸
"zhi4,yin2",斦
ken4,掯
qin4,撳
dian1,槙
tai2,檯
"zao3,suo3",璅
"pin2,bing3",琕
bian4,玣
sou1,獀
"yan4,yan3",棪
"shao4,shao2",柖
tan3,暺
qiang1,斨
pa2,掱
dun1,撴
jia3,槚
mian2,檰
qiu2,璆
zhan3,琖
bang4,玤
"ma4,ma3",獁
yu4,棫
song1,柗
jing3,暻
qu2,斪
jie1,掲
hua2,撶
zui4,槜
qi2,檱
ao2,璈
"se4,cui4",琗
yue4,玥
yuan2,獂
"quan1,juan4",棬
shen1,柛
pie1,暼
"zhan4,zhan3",斬
jiao3,撹
tuan2,檲
"lian3,lian2",璉
min2,琘
jue2,玦
dai1,獃
yi4,棭
"ran2,nan2",柟
lin2,暽
zhuo2,斮
"jie2,geng1",掶
ta4,撻
long2,槞
"bing1,bin1",檳
men2,璊
yu4,琙
"yun3,men2",玧
yu4,獄
"shen3,ren3",棯
"xi3,xi1",暿
zhuo2,斱
meng2,掹
"yao1,qiao4",撽
sang1,槡
"huo4,hua4",檴
yin2,璌
lai2,琜
jue2,玨
shi1,獅
qi1,棲
"zhi4,die2",柣
yi4,曀
zhuo2,斲
"zhua1,wo1",撾
"xi2,die2",槢
ji4,檵
"ye4,hua2",璍
min2,琝
"yin2,jian1",玪
hao2,獆
zhuo1,棳
zha1,柤
ji4,曁
"qin2,jin3",斳
peng4,掽
jian3,撿
"ji1,gui1",槣
qian1,檶
wei4,璏
"wang4,sheng4",琞
dan3,玬
qiang1,獇
"su4,fu2",棴
dan4,柦
huang4,曂
lin2,斴
nuo4,掿
yong1,擁
"lian3,lian2",槤
"ni3,mi2",檷
wu2,璑
"yu4,wei2",琟
pin2,玭
yi4,獈
lai2,棶
gu1,柧
dai4,曃
zhuo2,斵
jian3,揀
nang3,擃
hui4,槥
ning2,檸
deng1,璒
"tian4,tian3",琠
qiang1,玱
"zou1,sou3",棷
"pu1,bu4",柨
ye4,曄
chu4,斶
lu3,擄
yong1,槦
yi1,檹
wu2,珸
jue2,玃
zong4,猔
gu3,榾
chan2,棎
xi3,枲
kai3,暟
bi4,斃
"zhan5,zhan4",戰
"lun2,lun1",掄
hong4,撔
cheng2,珹
"yao1,miao4",玅
zhi4,猘
qi1,榿
"zhe2,de2",棏
guai3,枴
"hao4,gao3",暠
"tai2,li2",斄
"xi4,hu1",戱
qing4,掅
guang4,撗
jun4,珺
"zi1,ci2",玆
zheng1,猙
"kao4,gao3",槀
"fei3,fei2",棐
"fu2,bao1",枹
weng3,暡
xiao4,斅
"xi4,hu1",戲
gang4,掆
"ta4,da1",撘
mei2,珻
lu2,玈
"ya2,wei4",猚
sun1,槂
"pai2,bei4",棑
mo4,枺
chang4,暢
xiao4,斆
qu2,戵
"di4,di3",掋
nian3,撚
bei4,珼
su4,玊
lie4,猟
pan2,槃
"pou3,bang4",棓
"yi4,xie4",枻
qi4,暣
xue2,斈
"hu5,hu4",戶
hun4,掍
lin3,撛
ting3,珽
qiu2,玌
tao1,槄
hun1,棔
ye4,枼
hao4,暤
qi2,斉
hu4,戸
qi2,掑
zheng3,撜
xian4,現
ga3,玍
zong1,猣
ge2,槅
"cheng2,chang2",棖
ye4,枽
yan4,暥
qi2,斊
e4,戹
shu1,掓
"wei2,hui1",撝
chu4,珿
le4,玏
gui4,猤
zao3,棗
shi4,枾
li4,暦
jue2,斍
"yi2,shi4",戺
qian1,掔
"jiao3,jiao1",撟
chun1,槆
"han4,han2",琀
ba1,玐
feng1,猦
"lie4,li4",棙
nie4,枿
ji4,暩
zhai1,斎
ti4,戻
ling2,掕
ji3,撠
"zhen3,dian1",槇
"xuan2,qiong2",琁
hong2,玒
wo1,猧
yu4,棛
bi3,柀
men4,暪
lang2,斏
mao3,戼
"ya4,ya3",掗
cao1,撡
nou4,槈
yan2,琂
di4,玓
yuan2,猨
yu4,棜
"yi2,duo4",柂
zan4,暫
ban1,斒
dian4,扂
"zheng5,zheng1",掙
"tan4,dan3",撢
ji2,槉
xuan4,琄
chuan4,玔
"chuan4,chuan1",猭
gu4,棝
"ni3,chi4",柅
xie4,暬
yu3,斔
shang3,扄
liang3,掚
"shan4,dan3",撣
"jie2,gou4",構
xiu4,琇
gan1,玕
tuan1,猯
"jun4,gun4",棞
la1,柆
hao4,暭
lan2,斕
yi2,扅
gua4,掛
"fa2,bo1",撥
"qiang1,cheng1",槍
"fu2,fu1",琈
yu2,玗
"ya4,jia2",猰
dong4,棟
he2,柇
mo4,暯
wei3,斖
yi3,扆
che3,撦
"xian4,qian3",槏
xi1,琋
qi3,玘
"xie1,ge2",猲
gang1,棡
"pan2,ban4",柈
cong1,暰
sheng1,斘
yan3,扊
"xu4,huo4",掝
jue1,撧
mei2,槑
ling2,琌
yu2,玙
jia1,猳
wang3,棢
fan2,柉
ni4,暱
jia3,斚
"yan4,shan4",掞
xiao1,撨
"xu4,chu4",槒
diao1,奝
zhen4,塦
zhi2,坧
lai2,婡
xun4,奞
ai4,塧
gua4,坬
yin1,婣
"keng1,beng1",奟
gong1,塨
tai2,坮
zhou1,婤
ao4,奡
"shang3,jiong1",坰
"nao4,chuo4",婥
weng3,奣
kan3,塪
yang3,坱
"fu5,fu4",婦
"tai3,ha3",奤
wen1,塭
fo2,坲
lun2,婨
wu4,奦
xie4,塮
lu4,坴
"nve4,an4",婩
ao4,奧
liu4,塯
qiu1,坵
"kun1,hun4",婫
jiang3,奨
gou4,坸
yin2,婬
lian2,奩
lang3,塱
xue4,坹
"ya4,ya3",婭
"duo2,dui4",奪
"shang1,chang2",塲
ba2,坺
ju1,婮
yun1,奫
peng2,塳
ling2,坽
"li4,li2",婯
jiang3,奬
beng4,塴
zhu4,坾
dian3,婰
shi4,奭
chen2,塵
"fu4,fu2",坿
xian2,婱
fen4,奮
lu4,塶
hu1,垀
huo4,奯
"lu3,lu2",塷
hua4,婳
"jie4,jia2",忦
yun3,夽
shi2,塒
"tun1,kuo4",噋
yi4,坄
"wan4,wan2",忨
"jia2,ga1",夾
mi4,塓
xi1,噏
qin3,坅
cong1,忩
ba1,夿
weng3,塕
qi4,噐
"mei2,fen2",坆
"yu4,shu1",忬
en1,奀
cheng2,塖
"rong3,keng1",坈
hao2,噑
"shi4,qi2",忯
"ti4,di1",奃
"tu5,tu2",塗
"tun4,dun4",坉
lian2,噒
cui4,忰
pao4,奅
"que4,qiao1",塙
fen4,坋
"xu1,shi1",噓
tai4,忲
juan4,奆
zhong3,塚
bi4,坒
hui1,噕
"zhun1,dun4",忳
"xie2,lie4",奊
li4,塛
jing3,坓
yin2,噖
"qin2,qian2",忴
dian3,奌
peng2,塜
"lan4,di4",坔
xun2,噚
hun2,忶
"quan1,juan4",奍
bang4,塝
jing1,坕
xiong1,忷
huan4,奐
zang4,塟
ji4,坖
si1,噝
"wang3,kuang2",忹
kai1,奒
dui1,塠
"di3,chi2",坘
yan3,噞
xian1,忺
"zha4,she1",奓
tian2,塡
"xing2,jing1",坙
ying4,噟
"kang4,kang1",忼
ben3,奙
"wu4,wu3",塢
"pan4,ban4",坢
da1,噠
ju4,怇
huang3,奛
zheng4,塣
tang2,坣
"zhan1,dan1",噡
"fei3,fei1",奜
xun1,塤
qu1,坥
le4,忇
"bing4,bing3",庰
"chun1,chuan3",堾
qiu2,唒
"mu4,fu3",嘸
lu4,圥
ren2,忈
cheng3,庱
"kan3,jian3",堿
che1,唓
"qiao4,qiao2",嘺
kuai4,圦
"ting4,ding4",忊
lai2,庲
zao4,唕
"xu4,chu4",嘼
"ya1,ju1",圧
gai3,忋
"ji2,ji1",庴
lei3,塁
"ya3,e4",唖
"tan1,chan3",嘽
"zhun1,yu4",圫
ren2,忎
song1,庺
xing4,塂
dou1,唗
"tan2,dan4",嘾
qian1,圱
"han4,gan1",忓
shu4,庻
huang1,塃
qi3,唘
xun4,噀
qian1,圲
"yi4,qi4",忔
"qing3,qing1",庼
duan4,塅
di2,唙
"wu4,e3",噁
zhuo2,圴
"tai4,shi4",忕
yu4,庽
wan1,塆
"qin4,qin1",唚
zun3,噂
dang4,圵
"xi1,lie3",忚
miao4,庿
xuan1,塇
"fan1,bo5",噃
qia4,圶
"fan4,fan1",忛
sou1,廀
"xi4,ji4",塈
"hong3,gong3",唝
"kai4,chi1",噄
"ci4,ce4",廁
ji2,塉
hui1,噅
"wen3,min2",忞
xiang1,廂
kuai4,塊
zan3,噆
nie4,圼
wen3,忟
ying2,塋
liang3,唡
chuang2,噇
mo4,圽
wu4,忢
jiu4,廄
yong3,塎
lang5,唥
"za1,cu4",噈
jia2,圿
ji2,忣
e4,廅
kai3,塏
sha1,唦
dan4,噉
zhi3,坁
xi4,忥
su4,塐
yu4,噊
xun1,坃
xi1,徯
jie4,庎
long2,嶐
"lv4,lie4",哷
shao4,卲
hu2,嘝
yuan2,園
zheng1,徰
zhuang1,庒
xiang4,嶑
sui1,哸
chi3,卶
"ga2,ga1",嘠
yuan2,圓
piao4,徱
ya1,庘
"zheng1,ceng2",嶒
fu2,哹
"xu4,su1",卹
tang1,嘡
ya4,圔
"ti2,chi2",徲
ci4,庛
bo1,嶓
han1,哻
que4,卻
ye3,嘢
tuan1,圕
de2,徳
tong2,庝
qin1,嶔
"yue4,shuo1",哾
"kui4,kui3",卼
sai1,嘥
tu2,圖
"zhi3,zheng1",徴
yi3,庡
jiao1,嶕
you4,唀
ji2,卽
jiao4,嘦
tu2,圗
bie2,徶
zhi4,庢
yan1,嶖
gu1,唂
e4,卾
xiao4,嘨
tuan2,團
"zhong3,chong1",徸
tiao1,庣
lao2,嶗
"gu3,gu1",唃
xi1,厀
"hua2,hua1",嘩
lve4,圙
che4,徹
zhi4,庤
zhan4,嶘
"bei5,bai4",唄
san1,厁
mai3,嘪
hui4,圚
yao2,徺
xiao1,庨
liao2,嶚
han2,唅
"yan2,wei3",厃
ran2,嘫
yi4,圛
hui4,徻
tu2,庩
liao2,嶛
yi4,唈
zhe2,厇
"lao5,lao2",嘮
luan2,圝
mei2,徾
gui3,庪
"qin2,jin1",嶜
"qian3,jia2",唊
"han3,an4",厈
xiao4,嘯
luan2,圞
"long4,long3",徿
ku4,庫
duo4,嶞
tu1,唋
ya3,厊
"ji5,ji1",嘰
ya4,圠
xiang1,忀
"meng2,mang2",庬
zun1,嶟
xian2,唌
di3,厎
kui4,嘳
tu3,圡
bao4,忁
"you3,you2",庮
"qiao2,jiao4",嶠
wan3,唍
"zhai3,zha3",厏
xiao1,嘵
ting3,圢
"qu2,ju4",忂
bu1,庯
li1,唎
hao2,嘷
pu2,圤
cong2,徖
chu2,幮
ding3,嵿
"fen2,cha4",岎
nian2,哖
ci4,刾
nian4,卄
tan4,嘆
dong1,徚
jie2,幯
tu1,嶀
wan2,岏
jing3,剄
"zu2,cu4",卆
"shan1,can4",嘇
ji4,徛
xian3,幰
lou3,嶁
qian2,岒
dou1,剅
shi4,卋
ai2,嘊
zhi4,徝
lan2,幱
"zhan3,chan2",嶃
qi2,岓
hao4,哠
luo3,剆
xi4,卌
xiao4,嘋
cong2,從
jian1,幵
"zhan3,chan2",嶄
jie4,岕
"yun4,yuan2",員
ze2,則
wan4,卍
"lou5,lou2",嘍
zhou1,徟
"bing4,bing1",幷
"ao4,ao2",嶅
zuo4,岝
"long4,ka1",哢
yuan1,剈
wan4,卐
"xiao1,jiao1",嘐
"lai4,lai2",徠
"gan4,gan1",幹
cao2,嶆
zuo4,岞
"tou4,pou3",哣
cuo4,剉
xie2,協
"hu4,hu1",嘑
xie4,徢
"ji3,ji1",幾
qu1,嶇
yang3,岟
mang2,哤
ke4,剋
dan1,単
hui4,嘒
jie4,徣
ting1,庁
qiang1,嶈
ju4,岠
zu2,哫
"sha1,cha4",剎
"ji2,chi4",卙
guo1,嘓
jian4,徤
ze4,庂
"zui3,cui1",嶉
gang1,岡
he2,哬
chuang4,剏
"shuai4,lv4",卛
ou3,嘔
"ti3,shi4",徥
zui3,嶊
xue2,岤
xian4,哯
cuo4,剒
"kuang4,guan4",卝
xian1,嘕
"xia2,jia3",徦
me5,庅
dao3,嶋
po1,岥
lao2,哰
li2,剓
xi1,卥
ze2,嘖
bian4,徧
qi2,庈
dao3,嶌
li4,岦
"po4,bo1",哱
fei4,剕
xie4,卨
chang2,嘗
fu4,復
"tun2,dun4",庉
xi2,嶍
tiao2,岧
"liang4,lang2",哴
"chan4,chan3",剗
jie2,卪
po2,嘙
wei3,徫
"ya3,ya2",庌
yu4,嶎
"zu3,ju3",岨
ba1,哵
qi2,剘
"yang3,ang2",卬
"dei1,de1",嘚
"pang2,bang4",徬
"xin4,ting1",庍
"pi3,pei4",嶏
mie1,哶
qiong2,卭
mai4,嘜
"zhuo2,bo2",彴
bang1,幚
beng1,嵭
e4,咢
qu4,刞
ye4,僷
yu3,匬
shen3,嬸
hui4,屶
"yi2,tuo3",彵
jing3,幜
dian1,嵮
hui4,屷
"xi4,die2",咥
diao1,刟
jin4,僸
gui3,匭
"xing4,xing1",嬹
ji2,彶
"chan4,chan3",幝
qian3,嵰
"long2,hong2",屸
zhou4,咮
min3,刡
"qia3,jia4",價
hui4,匯
ni4,嬺
zhong1,彸
zhi4,幟
yong3,嵱
ren4,屻
"xun2,shu4",咰
ling2,刢
qiao4,僺
dan1,匰
du2,嬻
wang2,彺
"wu2,hu1",幠
nie4,嵲
wu4,屼
xiao4,咲
zhong1,刣
feng1,僼
"kui4,gui4",匱
liu3,嬼
di1,彽
bi4,幣
"cuo2,ci1",嵳
"han4,an4",屽
kua3,咵
"bie4,bie2",別
zhou4,僽
lian2,匲
yuan1,嬽
"ling3,ling2",彾
bi4,幤
shi2,嵵
shen1,屾
"shi4,huai4",咶
jie2,刦
ai4,僾
lian2,匳
lan3,嬾
fu2,彿
zhang3,幥
chu1,岀
"tiao4,tao2",咷
jie2,刧
sai4,僿
yan4,嬿
wang3,徃
mi4,幦
song3,嵷
"e4,an4",咹
shan1,刪
yi2,儀
du2,匵
ling2,孁
xi1,徆
qiao1,幧
zong1,嵸
yue4,岄
"xuan3,xuan1",咺
"chan4,chan3",刬
jun4,儁
jiu4,匶
jiao3,孂
"wang3,wa1",徍
"chan4,chan1",幨
jiang4,嵹
ban3,岅
"wai1,guo1",咼
geng1,刯
nong2,儂
"qu2,jue2",匷
"rang2,niang2",孃
"zheng4,cheng3",徎
"fen4,fen2",幩
liao2,嵺
yao3,岆
lao3,咾
chuang4,刱
"shan4,chan2",儃
xi4,匸
"lan4,lan3",孄
zhi4,徏
"meng3,meng2",幪
kang1,嵻
ang2,岇
tong2,哃
kui1,刲
yi4,億
ke1,匼
"xian1,qian1",孅
jing4,徑
bang1,幫
chan3,嵼
wu4,岉
xiong1,哅
duo4,刴
"dang4,dang1",儅
"yan4,yan3",匽
ying1,孆
cong2,従
"dao4,chou2",幬
"die2,di4",嵽
jie2,岊
you4,哊
er4,刵
kuai4,儈
"qu1,ou1",區
shuang1,孇
xi1,徔
mie4,幭
"cen1,can1",嵾
"ji2,e4",岋
"mi4,di4",哋
jie2,刼
xun4,卂
lu4,彔
bang1,幇
sui4,嵗
kai3,凱
bei4,俻
bo1,僠
gong1,匑
wo3,婐
"tiao3,diao4",嬥
fei4,屝
hui4,彙
ping2,幈
ke1,嵙
gan1,凲
yu4,俼
hui4,僡
da2,匒
"wo3,rui2",婑
chou2,嬦
"xie4,ti4",屟
hui4,彚
qin1,嵚
ping2,凴
xin1,俽
"chun3,chuan3",僢
jiu4,匓
tan2,婒
jin4,嬧
lv3,屢
yi2,彛
gong1,幊
"qi3,qi2",嵜
kuai4,凷
"hu3,chi2",俿
"tie3,jian4",僣
gong1,匔
fei1,婓
ci2,嬨
ceng2,層
yi2,彜
pan2,幋
tu2,嵞
han2,凾
"cheng2,chang1",倀
"dan4,chan2",僤
nao3,匘
fei1,婔
yu2,嬩
xie4,屧
yi2,彞
tao1,幍
dui1,嵟
ren4,刄
zhi1,倁
"yao2,jiao3",僥
jiu4,匛
tian1,婖
pin2,嬪
ju4,屨
yue1,彟
mi4,幎
xi1,嵠
chuang1,刅
bing4,倂
fen4,僨
yi2,匜
"ni3,ni2",婗
rong2,嬫
jue1,屩
yue1,彠
jia4,幏
weng3,嵡
ji1,刉
jiu4,倃
xian4,僩
jiang4,匞
quan2,婘
"ru2,nou4",嬬
liao2,屪
wen2,彣
teng2,幐
cang1,嵢
qian4,刋
yao2,倄
"yu4,ju2",僪
kang4,匟
jing4,婙
"nai3,er3",嬭
jue1,屫
yan4,彥
hui1,幑
"tang2,dang4",嵣
cun3,刌
"zu2,cui4",倅
e4,僫
hu1,匢
jing1,婛
"yan4,yan1",嬮
"zhu3,shu3",屬
yu4,彧
zhong1,幒
"ying2,rong2",嵤
ji1,刏
"liang3,lia3",倆
"lin4,lin3",僯
qu1,匤
"qian1,jin3",婜
tai2,嬯
"xie4,xi4",屭
chi1,彨
"shen1,qiao1",幓
jie2,嵥
dan3,刐
wan3,倇
bo2,僰
fan2,匥
dian4,婝
ying1,嬰
ni4,屰
diao1,彫
biao1,幖
"kai3,ai2",嵦
wan2,刓
lai2,倈
gu4,僱
qie4,匧
xing4,婞
"qian4,can2",嬱
wa1,屲
yong3,彮
guo2,幗
liu2,嵧
jue2,刔
"chuang4,cang1",倉
xian1,僲
"zang1,cang2",匨
hu4,婟
yue4,嬳
xian1,屳
piao1,彯
ze2,幘
wu4,嵨
li2,刕
zong4,倊
xian4,僴
kuang1,匩
"wan1,guan4",婠
mian2,嬵
li4,屴
chi1,彲
mu4,幙
"qiao1,kao1",嵪
fu2,刜
min3,僶
hu1,匫
"yan3,e4",屵
qun2,帬
yan3,嵃
qing2,夝
si1,凘
xi1,俙
na3,乸
dong4,働
"dong4,dong1",娻
jiao4,嬓
gan1,尷
fa1,彂
dai4,帯
mei3,嵄
duo2,凙
"mian3,fu3",俛
"qian2,gan1",乹
"zhuan4,zun1",僎
lu4,娽
fan4,嬔
"xie4,xi4",屃
bi4,彃
gui1,帰
han2,嵅
gou4,夠
jin4,凚
xia2,俠
shan4,僐
"e4,ai2",娾
shi4,嬕
bi1,屄
kou1,彄
ping2,帲
ji1,嵆
qi4,夡
lin3,凜
xiu1,俢
qiao2,僑
"e3,e1",娿
sui4,嬘
jie4,屆
jian3,彅
zhang4,帳
huan4,嵈
meng4,夢
xi1,凞
di4,俤
jiong3,僒
lou2,婁
qiang2,嬙
tian2,屇
"bie5,bie4",彆
"san4,jian3",帴
ting2,嵉
"meng4,meng2",夣
"du2,dou4",凟
"ju1,che1",俥
"tui3,tui2",僓
mian2,婂
lian3,嬚
diao3,屌
xiao1,彇
wan1,帵
"wu4,mao2",嵍
chen3,夦
fan2,凢
luan4,乿
zun3,僔
cong2,婃
"xuan1,qiong2",嬛
shi1,屍
"tan5,dan4",彈
dai4,帶
yu2,嵎
ze4,夨
fan2,凣
lai2,俫
gui1,亀
pu2,僕
"pou3,bu4",婄
xin1,嬜
zhen3,屒
"kuo4,guo1",彉
"sha4,qie4",帹
zong1,嵏
"jue2,guai4",夬
ju1,凥
si1,俬
gan1,亁
"lao4,lao2",僗
ju1,婅
niao3,嬝
"xie4,xi4",屓
"qiang2,jiang1",彊
ji4,帺
lan2,嵐
gao3,夰
"chu4,chu3",処
huo4,俰
luan4,亂
chang3,僘
cai3,婇
dong3,嬞
ni2,屔
hong2,彋
du3,帾
"ke3,jie2",嵑
tao1,夲
xiao4,俲
"lin4,lin3",亃
guang1,僙
ling2,婈
"yi4,yi3",嬟
xi1,屖
"mi3,mi2",彌
hou2,帿
yan2,嵒
tai4,夳
feng1,凨
jian4,俴
yi4,亄
qi1,僛
xiao1,婋
can1,嬠
wei3,屗
"kuo4,guo1",彍
zheng4,幀
yan2,嵓
yan3,夵
biao4,俵
jue2,亅
"teng2,deng1",僜
shu2,婌
ai4,嬡
man3,屘
wan1,彎
xu1,幁
"wei3,wei1",嵔
bi3,夶
"ti4,chu4",俶
ding1,亇
