values,ind
yi1,黟
"liang2,lang2",駺
pin1,馪
yan4,NA
da2,龖
qu1,黢
han4,駻
"yun4,hun2",餫
xin1,馫
qing2,NA
ling2,龗
du2,黩
tu2,駼
hu2,餬
ma3,馬
qing2,NA
da2,龘
li2,黧
xuan1,駽
huang2,餭
yu4,馭
"qiu1,gui1",龜
qing2,黥
tui4,駾
hui4,餯
"ping2,feng2",馮
shan4,NA
qiu1,龝
can3,黪
jun4,駿
"zhan1,jian1",餰
"han4,han2",馯
"ye2,ya2",NA
bie1,龞
an4,黯
"e3,e2",騀
hou2,餱
di2,馰
po1,NA
chui1,龡
fen2,鼢
cheng3,騁
"he2,ai4",餲
"tuo2,duo4",馱
shan4,NA
he2,龢
you4,鼬
xing1,騂
"xing2,tang2",餳
tuo1,馲
zhuo1,NA
jue2,龣
wu2,鼯
"si4,ai2",騃
fen1,餴
chi2,馳
shan4,NA
xie2,龤
yan3,鼹
lu4,騄
wei4,餵
xun4,馴
jue2,NA
yu4,龥
xi1,鼷
zhui1,騅
gu3,餶
zhu4,馵
chuai4,NA
qiu2,鼽
"zhou1,dong4",騆
"zha5,cha1",餷
"zhi1,shi4",馶
zheng4,NA
han1,鼾
she4,騇
song4,餸
pei4,馷
chuai4,NA
zha1,齄
pian2,騈
tang2,餹
"xin4,jin4",馸
zheng4,NA
kun1,騉
bo2,餺
ri4,馹
"cuo2,ci1",齹
yuan1,鼝
mian4,麪
lie4,鬣
chang1,鲳
yao2,餚
ye4,馌
zou1,齺
tang1,鼞
me5,麽
gu4,鲴
"kun1,hun2",餛
bo2,馎
dian1,齻
teng1,鼟
hui1,麾
ni2,鲵
guo3,餜
fen2,馚
chu3,齼
mi2,縻
nian2,鲶
shi4,餝
bo2,馛
jin4,齽
fei4,鼣
ji3,麂
diao1,鲷
jian4,餞
ni3,馜
"ya4,e4",齾
"wen4,wen2",鼤
jun1,麇
shi1,鲺
zhui4,餟
bi4,馝
he2,龁
"fei4,ba2",鼥
zhu3,麈
zi1,鲻
bing3,餠
"po4,bo2",馞
"yin3,yan3",龂
diao1,鼦
mi2,麋
fen4,鲼
xian4,餡
tu2,馟
"mang2,long2",龍
tuo2,鼧
qi2,麒
die2,鲽
bu4,餢
han1,馠
pang2,龎
zhong1,鼨
ao2,鏖
e4,鳄
ye4,餣
fei1,馡
"wo4,gong1",龏
qu2,鼩
she4,麝
qiu1,鳅
"tan2,dan4",餤
jian1,馢
pang2,龐
sheng1,鼪
lin2,麟
fu4,鳆
fei1,餥
an1,馣
yan3,龑
shi2,鼫
dai4,黛
huang2,鳇
zhang1,餦
ai4,馤
"mang2,long2",龒
shi2,鼭
chu4,黜
bian1,鳊
"wei4,nei3",餧
xian1,馦
"long3,long2",龓
ting2,鼮
you3,黝
sao1,鳋
guan3,館
"yun1,wo4",馧
gong1,龔
"xi2,ju2",鼰
xia2,黠
e4,餩
fen2,馩
"meng3,meng2",鼆
"li4,li2",麗
xi1,鸂
yan4,餍
xun2,鲟
chan2,躔
ci2,餈
ao2,鼇
xiang1,麘
tie4,餮
geng3,鲠
lie4,躐
xiang3,餉
bie1,鼈
"yan2,xian2",麙
tao1,饕
li2,鲡
zuan1,躜
yang3,養
tuo2,鼉
jia1,麚
yong1,饔
lian2,鲢
xie4,躞
juan4,餋
bi4,鼊
mi2,麛
biao1,髟
jian1,鲣
zhi4,豸
er3,餌
"zhao1,chao2",鼌
li4,麜
kun1,髡
shi2,鲥
diao1,貂
"mi4,jiong1",鼏
zhang1,麞
mao2,髦
tiao2,鲦
mo4,貊
xi1,餏
"zhen1,ding3",鼑
jing1,麠
ran2,髯
gun3,鲧
xiu1,貅
"bo5,bo1",餑
zi1,鼒
qi2,麡
tiao2,髫
sha1,鲨
mo4,貘
nei3,餒
gu3,鼔
ling2,麢
ji4,髻
huan4,鲩
pi2,貔
e4,餓
dong1,鼕
yan2,麣
zi1,髭
ji4,鲫
hu2,斛
"bu4,bu1",餔
fen2,鼖
cu1,麤
xiu1,髹
qing1,鲭
jue2,觖
jun4,餕
yuan1,鼘
"mai5,mai4",麥
quan2,鬈
ling2,鲮
shang1,觞
dou4,餖
chang1,鼚
"he4,he2",麧
jiu1,鬏
zou1,鲰
gu1,觚
su4,餗
gao1,鼛
chao3,麨
bin4,鬓
fei1,鲱
"zui3,zi1",觜
yu2,餘
fu1,麩
huan2,鬟
kun1,鲲
"xi1,shi4",餙
cu1,麁
jiu4,鷲
yuan2,鶢
ge2,骼
fang2,鲂
zhong3,踵
qu1,麴
"pao2,biao1",麃
xian2,鷳
ke1,髁
ba4,鲅
ju3,踽
jiu1,赳
cu1,麄
xian2,鷴
bi4,髀
ping2,鲆
duo2,踱
qie4,趄
pao2,麅
tu2,鷵
lou2,髅
nian2,鲇
cuo1,蹉
lie4,趔
"zhu4,cu1",麆
mai3,鷶
qia4,髂
lu2,鲈
pian2,蹁
zi1,趑
jian1,麉
zun1,鷷
kuan1,髋
su1,稣
rou2,蹂
zan3,趱
mi2,麊
yu4,鷸
bin4,髌
fu4,鲋
nie4,蹑
nan3,赧
yu3,麌
ying1,鷹
du2,髑
hou4,鲎
pan2,蹒
zhe3,赭
liu2,麍
lu4,鷺
mei4,魅
tai2,鲐
qi1,蹊
jiang1,豇
chen2,麎
tuan2,鷻
ba2,魃
gui1,鲑
chu2,蹰
chi3,豉
"qun2,jun1",麏
xian2,鷼
yan3,魇
jie2,鲒
jue2,蹶
ding3,酊
lin2,麐
xue2,鷽
liang3,魉
wei3,鲔
pu3,蹼
gan1,酐
ni2,麑
yi4,鷾
xiao1,魈
er2,鲕
fan2,蹯
zhou4,酎
jiu4,麔
pi4,鷿
wang3,魍
ji4,鲚
cu4,蹴
yi4,酏
"qun2,jun1",麕
"zhu2,chu4",鸀
chi1,魑
jiao1,鲛
zhu2,躅
gu1,酤
jing1,麖
luo2,鸁
xiang3,飨
xiang3,鲞
lin4,躏
jue2,鷢
chi4,鶒
xiu1,鵂
da2,靼
sun3,隼
xian3,跣
yi4,羿
zhen1,箴
yin2,鷣
miao2,鶓
yang1,鞅
jun4,隽
xian1,跹
ling2,翎
kui4,篑
"ti2,tan2",鷤
rou2,鶔
da2,鞑
ju1,雎
ji1,跻
xi1,翕
huang2,篁
si1,鷥
"ya1,an1",鶕
qiao2,鞒
luo4,雒
jiao1,跤
zhu4,翥
hou2,篌
jiao1,鷦
qiu1,鶖
man2,鞔
qu2,瞿
liang4,踉
fei3,翡
gou1,篝
yi4,鷧
ti2,鶗
jian1,鞯
chou2,雠
ji4,跽
jian3,翦
fei3,篚
hua2,鷨
hu2,鶘
ju1,鞫
qiong2,銎
chuo1,踔
pian1,翩
li4,篥
bi4,鷩
ti2,鶙
rou2,鞣
luan2,銮
huai2,踝
he2,翮
bi4,篦
ying1,鷪
e4,鶚
gou1,鞲
wu4,鋈
chi2,踟
yi4,翳
chi2,篪
su4,鷫
"jie4,jie1",鶛
bei4,鞴
zan4,錾
zhi4,踬
"mi4,jiao3",糸
su4,簌
huang2,鷬
mao2,鶜
jie4,骱
mou2,鍪
dian3,踮
zhi2,絷
mie4,篾
fan2,鷭
"fu2,bi4",鶝
tou2,骰
ao4,鏊
bo2,踣
qi2,綦
dou1,篼
jiao1,鷮
chun1,鶞
ku1,骷
liu2,鎏
zhi2,踯
"qing3,qi3",綮
lu4,簏
liao2,鷯
tu2,鶟
gu3,鹘
bei4,鐾
jian4,踺
yao2,繇
duan4,簖
yan4,鷰
yan3,鶠
di3,骶
xin1,鑫
die2,蹀
dao4,纛
gui3,簋
gao1,鷱
"he4,he2",鶡
hou2,骺
you2,鱿
chuai4,踹
fu1,麸
yi4,鶂
zhi1,鴲
gan3,鳡
ai3,霭
"bo1,bao4",趵
tiao4,粜
gang4,筻
fu2,蝠
yi4,鶃
"yan4,e4",鴳
ao2,鳌
xian4,霰
ta1,趿
xi1,粞
pa2,筢
kui2,蝰
qing1,鶄
heng2,鴴
qi2,鳍
mai2,霾
jian3,趼
"zi1,ci1",粢
shao1,筲
ke1,蝌
zi1,鶅
xiao1,鴵
ta3,鳎
chen4,龀
fu1,趺
can4,粲
xiao3,筱
fu4,蝮
lai2,鶆
jia2,鴶
guan1,鳏
ju3,龃
"qiang4,qiang1",跄
lin2,粼
qing4,箐
sou1,螋
dong1,鶇
lie4,鴷
yao2,鳐
bao1,龅
zhi2,跖
zong4,粽
ze2,箦
yu2,蝓
qi1,鶈
zhu1,鴸
le4,鳓
tiao2,龆
fu1,跗
san3,糁
qie4,箧
you2,蝣
"tuan2,chun2",鶉
"yang2,xiang2",鴹
biao4,鳔
zi1,龇
shan1,跚
hou2,糇
zhu4,箸
lou2,蝼
geng1,鶊
"yi2,ti2",鴺
xue3,鳕
yin2,龈
"luo4,li4",跞
zan1,糌
ruo4,箬
"you2,qiu2",蝤
ju1,鶋
"hong4,hong2",鴻
man2,鳗
yu3,龉
tuo2,跎
ci2,糍
qian2,箝
bian1,蝙
"qu1,jue2",鶌
lu4,鴼
min3,鳘
chuo4,龊
jia1,跏
xu3,糈
tuo4,箨
"wu2,mao2",蝥
ru2,鴽
yong1,鳙
wo4,龌
bo3,跛
rou2,糅
bi4,箅
qin2,螓
mou2,鴾
gui4,鳜
"min3,mian3",黾
tai2,跆
qiu3,糗
dan1,箪
ao2,螯
ji1,鶏
ge1,鴿
shan4,鳝
yuan2,鼋
kui3,跬
jiang4,糨
kong1,箜
man3,螨
shu4,鶐
ren2,鵀
zun1,鳟
tuo2,鼍
qiao1,跷
gen4,艮
wan1,箢
mang3,蟒
xiao1,鵁
li3,鳢
zhui1,隹
bi4,跸
ji4,暨
xiao1,箫
"yao3,ao1",鴢
jun1,鲪
man2,鰻
hai3,醢
qin1,衾
ze2,笮
qi2,蜞
jiang3,耩
gu1,鴣
yong3,鲬
gong1,觥
tang2,醣
niao3,袅
gou3,笱
xi1,蜥
nou4,耨
zhong1,鴤
qi2,鲯
su4,觫
lao2,醪
jia1,袈
li4,笠
yu4,蜮
mo4,耱
yu4,鴥
"shen1,can1",鲹
zhi4,觯
"bu4,bu2",醭
qiu2,裘
si4,笥
"fei3,fei1",蜚
die2,耋
yang1,鴦
bi1,鲾
zi3,訾
jiao4,醮
sha1,裟
tiao2,笤
guo3,蜾
ding1,耵
yu4,鴧
chang2,鲿
qing3,謦
xi1,醯
bi4,襞
jia1,笳
guo1,蝈
dan1,聃
ya1,鴨
ti2,鳀
liang4,靓
ju4,醵
di1,羝
bian1,笾
yi4,蜴
ling2,聆
"tie3,hu2",鴩
wen1,鳁
yu2,雩
li3,醴
qiang3,羟
chi1,笞
pi2,蜱
ning2,聍
yu4,鴪
wei1,鳂
li4,雳
xun1,醺
suo1,羧
kou4,筘
tiao2,蜩
guo1,聒
quan2,鳈
wen2,雯
shi3,豕
jie2,羯
bi4,筚
quan2,蜷
kui4,聩
xue2,鴬
jiang1,鳉
ting2,霆
cuo2,鹾
tang1,羰
xian3,筅
wan1,蜿
ao2,聱
dui1,鴭
pang2,鳑
ji4,霁
dun3,趸
xi1,羲
yan2,筵
lang2,螂
tan2,覃
wu1,鴮
"qian4,jian1",鳒
pei4,霈
qiong2,跫
xian1,籼
quan2,筌
meng3,蜢
han1,顸
er2,鴯
wei4,鳚
fei1,霏
xue2,踅
mi3,敉
zheng1,筝
chun1,蝽
qi2,颀
gua1,鴰
xi2,鳛
sha4,霎
cu4,蹙
ba1,粑
jun1,筠
rong2,蝾
"hang2,gang1",颃
ai4,鴱
hu4,鳠
yin2,霪
bie2,蹩
li4,粝
shi4,筮
nan3,蝻
chan3,讇
"xi2,che4",謵
"hua4,gua1",諣
yuan2,园
yong3,永
yi3,倚
yan4,燕
xu4,叙
shuo4,鑠
"kang4,kang1",閌
"wan1,guan1",關
an3,隌
li4,讈
"zhuo2,shu4",謶
zha2,铡
yuan2,员
yong3,恿
yi3,已
yan4,厌
xu4,旭
chuo4,鑡
beng1,閍
piao2,闝
jie1,階
"yi2,tui1",讉
"ao4,ao2",謷
zha2,闸
yuan2,圆
yong3,勇
yi3,乙
yan4,砚
xu4,序
lv4,鑢
hong2,閎
"kan4,han3",闞
"gai1,ai2",隑
bian4,變
ao4,謸
zha3,眨
yuan2,猿
yong4,用
yi3,矣
yan4,雁
chu4,畜
biao1,鑣
run4,閏
"xi4,se4",闟
yan3,隒
zhe2,讋
jin3,謹
zha4,栅
yuan2,源
you1,幽
yi3,以
yan4,唁
xu4,恤
bao4,鑤
san4,閐
hui4,闠
"hui1,duo4",隓
yan4,讌
zhe2,謺
zha4,榨
yuan2,缘
you1,优
yi4,艺
yan4,彦
xu4,絮
lu3,鑥
xian2,閑
chan3,闡
yun3,隕
e4,讍
"yi2,chi2",謻
za3,咋
yuan3,远
you1,悠
yi4,抑
yan4,焰
xu4,婿
zhi4,鑦
"xian2,jian1",閒
"pi4,pi1",闢
wu4,隖
chou2,讎
"xiao1,hu1",謼
zha4,乍
yuan4,苑
you1,忧
yi4,易
yan4,宴
xu4,绪
kuan1,鑧
"jian4,jian1",間
"tang1,dang4",闣
tang2,隚
wei4,讏
jiang4,謽
zha4,炸
yuan4,愿
you2,尤
yi4,邑
yan4,谚
xu4,续
long2,鑨
min3,閔
huan2,闤
ji4,際
chou2,讐
"man4,man2",謾
zha4,诈
yuan4,怨
you2,由
yi4,屹
yan4,验
xuan1,轩
e4,鑩
ta4,闥
dao3,隝
yao4,讑
"zhao1,chao2",謿
zhai1,摘
yuan4,院
you2,邮
yi4,亿
yang1,殃
xuan1,喧
lu2,鑪
shui3,閖
wen2,闦
ao2,隞
chan2,讒
"xian4,han4",譀
zhai1,斋
yue1,曰
you2,铀
yi4,役
yang1,央
xuan1,宣
jian4,鑬
dou4,閗
ta1,闧
xi4,隟
rang4,讓
"wa2,hua2",譁
zhai2,宅
yue1,约
you2,犹
yi4,臆
yang1,鸯
xuan2,悬
lan2,鑭
"zha2,ya1",閘
"han4,bi4",闬
"yin4,yin3",隠
yin3,讔
"dan4,chan3",譂
zhai3,窄
yue4,越
you2,油
yi4,逸
yang1,秧
xuan2,旋
bo2,鑮
nao4,閙
kai3,闿
sa4,隡
lan2,讕
xu1,譃
zhai4,债
yue4,跃
you5,游
yi4,肄
yang2,杨
xuan2,玄
"qian1,jian1",鑯
zhan1,閚
"she2,du1",阇
rao3,隢
"chen4,chan4",讖
zeng1,譄
zhai4,寨
yao4,钥
you3,酉
yi4,疫
yang2,扬
peng1,閛
hui4,阓
lin2,隣
"piao1,biao1",謤
jian4,諓
"chi3,er4",誀
ying3,影
yi1,依
yan2,研
xiu3,朽
cheng1,鏿
"xu1,ru2",鑐
die2,镻
lan2,闌
biao1,镳
cong1,謥
"ji2,chu4",諔
yu4,浴
ying3,颖
yi1,伊
yan2,蜒
xiu4,嗅
kui4,鐀
jian4,鑑
jue2,镼
"she2,du1",闍
zhong1,锺
li2,謧
"xia4,hao2",諕
yu4,寓
ying4,硬
yi1,衣
yan2,岩
xiu4,锈
si1,鐁
jian4,鑒
"liao3,liao2",镽
quan2,闎
shen3,矧
mo2,謨
"lun4,lun2",論
yu4,裕
ying4,映
yi2,颐
yan2,延
xiu4,秀
"liu4,liu2",鐂
qian3,鑓
mi2,镾
cuo2,矬
mo2,謩
shen3,諗
yu4,预
yo1,哟
yi2,夷
yan2,言
xiu4,袖
"nao4,nao2",鐃
cha3,鑔
men2,門
tian2,闐
zhi4,雉
shang1,謪
biao3,諘
yu4,豫
yong1,拥
yi2,遗
yan2,颜
xiu4,绣
huang2,鐄
zhi4,鑕
ma4,閁
mie4,闑
bi3,秕
zhe2,謫
hua4,諙
yu4,驭
yong1,佣
yi2,移
yan2,阎
xu1,墟
pie3,鐅
"mie4,mi4",鑖
shuan1,閂
ta4,闒
zi3,秭
miu4,謬
pian2,諚
yuan1,鸳
yong1,臃
yi2,仪
yan2,炎
xu1,戌
sui4,鐆
li2,鑗
"shan5,shan3",閃
kai3,闓
mo4,秣
jian3,謭
yu2,諛
yuan1,渊
yong1,痈
yi2,胰
yan2,沿
xu1,需
fan2,鐇
"lei3,lei2",鑘
"shan3,huo4",閄
he2,闔
shu2,秫
ze2,謮
"xie4,die2",諜
yuan1,冤
yong1,庸
yi2,疑
yan3,奄
xu1,虚
qiao2,鐈
ji1,鑙
men2,閅
"que4,que1",闕
lv3,稆
"zu3,jie1",謯
xu1,諝
yuan2,元
yong1,雍
yi2,沂
yan3,掩
xu1,嘘
quan1,鐉
"zuan4,zuan1",鑚
yan2,閆
"chuang3,chen4",闖
ji1,嵇
lian2,謰
pian3,諞
yuan2,垣
yong3,踊
yi2,宜
yan3,眼
xu1,须
yang2,鐊
kuang4,鑛
bi4,閇
"wan1,guan1",闗
fu1,稃
lou2,謱
"shi4,di4",諟
yuan2,袁
yong3,蛹
yi2,姨
yan3,衍
xu2,徐
"tang4,tang1",鐋
shang3,鑜
"han4,bi4",閈
dou4,闘
lang2,稂
"zao4,can4",謲
xuan1,諠
yuan2,原
yong3,咏
yi2,彝
yan3,演
xu3,许
xiang4,鐌
peng2,鑝
bi4,閉
qi3,闙
ke1,稞
ou1,謳
shi4,諡
yuan2,援
yong3,泳
yi3,椅
yan4,艳
xu4,蓄
"yu4,jue2",鐍
la4,鑞
kui1,闚
ren3,稔
gun4,謴
hun4,諢
yuan2,辕
yong3,涌
yi3,蚁
yan4,堰
xu4,酗
du2,鑟
kai1,開
"tang2,chang1",闛
chen1,諃
hui4,詯
ya4,訝
ye3,野
ya2,牙
hang2,行
"sa4,da1",鎝
shuang3,鏯
ai4,鑀
zhi4,锧
you3,铕
xuan4,镟
zhun1,諄
jie2,詰
yin4,印
ye3,冶
ya2,蚜
xing3,醒
"pi1,bi1",鎞
beng4,鏰
zong1,鑁
"ying1,yang1",锳
cheng2,铖
di2,镝
"ji4,ji1",諅
"hua5,hua4",話
ying1,英
ye3,也
ya2,崖
xing4,幸
sang3,鎟
jin3,鏱
xun4,鑂
huang2,锽
jia2,铗
"xin2,chan2",镡
qi1,諆
gai1,該
ying1,樱
ye4,页
ya2,衙
xing4,杏
"gang4,gang1",鎠
qian4,鏲
diao4,鑃
zi1,镃
nao2,铙
jue2,镢
tan2,談
xiang2,詳
ying1,婴
ye1,掖
ya2,涯
xing4,性
zi1,鎡
cheng1,鏳
zhu4,鑄
bo2,镈
ye2,铘
pu2,镤
zhui4,諈
wei1,詴
ying1,鹰
ye4,业
ya3,雅
xing4,姓
wu1,鎢
lu4,鏴
heng2,鑅
tang3,镋
dang1,铛
lu3,镥
wei3,諉
shen1,詵
ying4,应
ye4,叶
"ya1,ya3",哑
xiong1,兄
ying2,鎣
hua2,鏵
zhui4,鑆
rong2,镕
diao4,铞
"dun1,dui4",镦
ju1,諊
"zhou4,chou2",詶
ying1,缨
ye4,曳
ya4,亚
xiong1,凶
huang4,鎤
ji2,鏶
ji1,鑇
beng4,镚
yin1,铟
lan2,镧
qing3,請
"tong2,dong4",詷
ying2,莹
ye4,腋
ya4,讶
xiong1,胸
tiao2,鎥
pu2,鏷
"nie4,ni3",鑈
liu2,镠
kai3,铠
pu3,镨
dong3,諌
mi2,詸
ying2,萤
ye4,夜
yan1,焉
xiong1,匈
"liu4,liu2",鎦
"sui4,hui4",鏸
he2,鑉
"xuan4,huan2",镮
zhu1,铢
cuan1,镩
zheng4,諍
ming4,詺
ying2,营
ye4,液
yan1,咽
xiong1,汹
kai3,鎧
"qiang3,qiang1",鏹
huo4,鑊
la4,镴
ding4,铤
"qiang3,qiang1",镪
"zuo4,ze2",諎
"lve4,e4",詻
ying2,荧
yi1,一
yan1,阉
xiong2,雄
sun3,鎨
po1,鏺
qing1,鑋
chan2,镵
diu1,铥
deng4,镫
"zhou1,zou1",諏
hui1,詼
ying2,蝇
yi1,壹
yan1,烟
xiong2,熊
sha1,鎩
lin2,鏻
bin1,鑌
"zhang3,chang2",長
hua2,铧
huo4,镬
qian1,諐
yan2,詽
ying2,迎
yi1,医
yan1,淹
xiu1,休
sou1,鎪
se4,鏼
ying1,鑍
"zhang3,chang2",镸
quan2,铨
zhuo2,镯
zhuo2,諑
xiong1,詾
ying2,赢
yi1,揖
yan2,盐
xiu1,修
"wan4,jian3",鎫
xiu4,鏽
kui4,鑎
jiu3,镹
ha1,铪
yi4,镱
liang4,諒
gua4,詿
ying2,盈
yi1,铱
yan2,严
xiu1,羞
"xian4,sa4",鏾
ning2,鑏
ao3,镺
cha3,镲
zhe2,詟
"chai4,cha1",訍
xi2,覡
xun2,寻
xin1,欣
lian2,鎌
chan3,鏟
zhuo1,鐯
miao3,眇
bo2,钹
fei4,镄
yong3,詠
tao3,討
yao2,摇
xun4,驯
xin1,辛
"suo3,se4",鎍
feng1,鏠
"sao4,qiao1",鐰
dan1,眈
yue4,钺
mei2,镅
xu3,詡
"xu3,xu1",訏
yao2,尧
xun2,巡
xin1,新
nai4,錼
kai4,鎎
jing4,鏡
"qian1,jian4",鐱
sheng3,眚
mu4,钼
mo4,镆
xun2,詢
"jie2,ji4",訐
yao2,遥
xun4,殉
xin1,忻
"wan4,jian3",錽
"zu2,yao2",鎐
biao1,鏢
zhuo2,鐲
yuan1,眢
tan3,钽
ge2,镉
yi4,詣
"yi2,dan4",訑
yao2,窑
xun4,汛
xin1,心
hu3,錿
"ye4,ta4",鎑
shu4,鏣
lei2,鐳
"yi2,chi4",眙
dian4,钿
juan1,镌
huang3,詤
ren4,訒
yao2,谣
xun4,训
xin4,信
de2,鍀
nou4,鎒
lou4,鏤
"bi4,bei4",鐴
sui1,眭
shuo4,铄
na2,镎
"he2,ge2",詥
"xun5,xun4",訓
yao2,姚
xun4,讯
xin4,衅
xian1,鍁
weng1,鎓
xiu4,鏥
"tie5,tie3",鐵
zi4,眦
shi4,铈
"liu4,liu2",镏
shi4,試
yin2,訔
yao3,咬
xun4,逊
xing1,星
pian1,鍂
rong2,鎔
cong1,鏦
"xuan4,huan2",鐶
chi1,眵
xuan4,铉
yi4,镒
"qie4,cha2",詧
shan4,訕
yao3,舀
xun4,迅
xing1,腥
huo1,鍃
tang2,鎕
long2,鏧
"ye4,xie2",鐷
mou2,眸
ta1,铊
jia1,镓
xiao4,詨
qi4,訖
yao4,药
ya1,压
"xing1,xing5",猩
liang4,鍄
suo3,鎖
zan4,鏨
duo2,鐸
lai4,睐
bi4,铋
bin1,镔
shi1,詩
tuo1,託
yao4,要
ya1,押
xing1,惺
fa3,鍅
"qiang1,cheng1",鎗
"zan4,jian4",鏩
"guo3,guo1",鐹
jian3,睑
ni2,铌
biao1,镖
hen3,詪
"ji5,ji4",記
yao4,耀
ya1,鸦
xing4,兴
men2,鍆
"li4,ge2",鎘
cao2,鏪
"tang1,cheng1",鐺
di4,睇
pi2,铍
tang2,镗
"du4,cha4",詫
xun4,訙
ye1,椰
ya1,鸭
xing2,刑
kai3,鍇
shuo4,鎙
li2,鏫
"qu2,ju4",鐻
suo1,睃
duo2,铎
man4,镘
"hou4,gou4",詬
yin2,訚
ye1,噎
ya5,呀
xing2,型
"ying1,yang1",鍈
"dui1,chui2",鎚
xia4,鏬
"fen2,ben1",鐼
ya2,睚
kao4,铐
luo2,镙
gui3,詭
e2,訛
ye1,耶
ya1,丫
xing2,形
"di1,chi2",鍉
bo2,鎛
xi1,鏭
da2,鐽
ni4,睨
lao3,铑
yong1,镛
quan2,詮
"fen1,bin1",訜
ye2,爷
ya2,芽
xing2,邢
pan2,鎜
kang1,鏮
yi4,鐿
er3,铒
zu2,镞
lu4,觻
pian3,覑
shi1,褷
xie2,邪
tiao2,鋚
tian3,錪
"zhen1,qian2",鍼
bi4,鏎
fu2,祓
qing4,磬
bu4,钚
gu4,锢
jue2,觼
mao4,覒
xuan3,选
xie2,斜
kuang4,鋛
xi1,錫
bian1,鍽
wei4,鏏
zuo4,祚
qu2,磲
tai4,钛
huo1,锪
"xi1,wei2",觽
mi4,覓
xuan3,癣
xie2,胁
"zhuo2,chuo4",鋜
"lian4,jian1",錬
zhong1,鍾
liu2,鏐
mi2,祢
dun1,礅
ju4,钜
pei2,锫
yan4,觾
mi4,覔
xuan4,眩
xie2,谐
lve4,鋝
"tao2,diao1",錭
zi1,鍿
"di2,di1",鏑
zhi1,祗
deng4,磴
ban3,钣
juan3,锩
"xi1,wei2",觿
"pie1,mie4",覕
xuan4,绚
xie3,写
xing2,鋞
gu4,錮
xiu1,鎀
san3,鏒
ci2,祠
jiang1,礓
qian2,钤
"xian1,tan2",锬
yan2,訁
shi4,視
xue1,靴
xie4,械
qin3,鋟
"cuo4,cu4",錯
ye2,鎁
zong3,鏓
zhen1,祯
ca3,礤
fang1,钫
zi1,锱
ding4,訂
si4,覗
xue1,薛
xie4,卸
shen4,鋠
shu4,錰
mei3,鎂
yi2,鏔
tiao1,祧
meng2,礞
kang4,钪
qie4,锲
fu4,訃
"dan1,chan1",覘
xue2,学
xie4,蟹
han2,鋡
zhen1,錱
pai4,鎃
lu4,鏕
qi2,祺
bo2,礴
dou3,钭
kai3,锴
qiu2,訄
zhen3,覙
xue2,穴
xie4,懈
lve4,鋢
lu4,録
ai1,鎄
keng1,鏗
chan2,禅
kan1,龛
huo3,钬
si1,锶
qiu2,訅
"jue2,jiao4",覚
xue3,雪
xie4,泄
ye2,鋣
meng3,錳
gai3,鎅
qiang1,鏘
xi4,禊
zhi3,黹
pa2,钯
e4,锷
jiao4,訆
mi4,覛
xue4,血
xie4,泻
"ju3,chu2",鋤
lu4,錴
jian3,鎆
cui1,鏙
zhuo2,禚
fu2,黻
yu4,钰
cha1,锸
"ji5,ji4",計
tiao4,覜
xun1,勋
xie4,谢
"zeng4,zeng1",鋥
hua1,錵
mei2,鎇
qi1,鏚
xi3,禧
fu3,黼
zheng1,钲
sou1,锼
fan4,訉
lian2,覝
xun1,熏
xie4,屑
"ju2,ju1",鋦
biao3,錶
"suo3,cha1",鎈
chang2,鏛
rang2,禳
xu1,盱
gu3,钴
huan2,锾
xun4,訊
yao4,覞
xun2,循
xin1,薪
xian4,鋧
ga2,錷
"ta4,da2",鎉
"tang2,tang1",鏜
te4,忑
mian3,眄
ke1,钶
ai1,锿
diao4,訋
zhi4,覟
xun2,旬
xin1,芯
"tie3,e2",鋨
lai2,錸
"pang1,bang4",鎊
man4,鏝
tan3,忐
kou1,眍
po3,钷
lou4,镂
hong4,訌
jun1,覠
xun2,询
xin1,锌
ken3,錹
xia2,鎋
yong1,鏞
dun3,盹
bu1,钸
qiang1,锵
lan2,襽
gou1,褠
qu1,袪
hong2,鉷
yu4,鋊
zheng1,錚
qiao1,鍬
wa4,腽
cuan4,爨
nao2,硇
zeng1,罾
e2,锇
ya4,襾
huai2,褢
xiao3,小
jiao3,鉸
chan2,鋋
ben1,錛
hou2,鍭
e4,腭
huo3,灬
ge4,硌
he2,盍
cuo4,锉
xi1,覀
rong2,褣
xiao4,孝
chi3,鉹
"ting3,ding4",鋌
nie4,錜
tou1,鍮
shu4,腧
tao1,焘
wo4,硪
guan4,盥
lve4,锊
"feng3,ban3",覂
"yuan4,yuan2",褤
xiao4,校
"er4,er3",鉺
bo2,鋍
zong4,錝
zong3,鍯
cheng2,塍
xu4,煦
qi4,碛
juan1,蠲
liu3,锍
fu4,覄
nai4,褦
xiao1,肖
"luo4,ge4",鉻
han4,鋎
"dui4,chun2",錞
huan2,鍰
ying4,媵
xi1,熹
dui4,碓
jin1,钅
kai1,锎
fiao4,覅
jiong3,褧
xiao4,啸
"ping2,bing3",鉼
jia2,鋏
"xian1,tan2",錟
"ye4,xie2",鍱
ge2,膈
li4,戾
bei4,碚
ga2,钆
jian4,锏
ba4,覇
"suo3,cha2",褨
xiao4,笑
shi2,鉽
hong2,鋐
ding4,錠
min2,鍲
lv3,膂
hu4,戽
ding4,碇
yi3,钇
lang2,锒
he2,覈
"pan2,ban1",褩
xiao4,效
